"","V1","age","income","children","credit_history","overdue_payments","active_loans","years_in_job","employment_type","owns_property","assets_value","other_loans","education","city","marital_status","support_indicator","credit_risk"
"8076",8075,41,19573,4,"dobra","0",0,14,"określona","tak",54834,1,"podstawowe","średnie","M",0.476299422829709,0
"8077",8076,39,0,3,"dobra","0",1,4,"stała","tak",13675,0,"średnie","średnie","S",0.860755701939601,0
"8078",8077,51,32824,3,"brak","1",3,12,"samozatrudnienie","tak",27985,1,"średnie","małe","S",0.78334385547076,0
"8079",8078,43,11225,0,"brak","1",0,9,"stała","tak",183371,0,"średnie","średnie","M",0.0661578025052245,0
"8080",8079,53,0,2,"brak","0",0,21,"stała","nie",10000,0,"średnie","duże","M",0.524260439372234,0
"8081",8080,33,23535,0,"brak","0",1,16,"określona","nie",145591,0,"średnie","małe","D",0.0372722321660448,0
"8082",8081,51,8907,0,"brak","2",2,14,"stała","tak",46196,0,"podstawowe","średnie","M",0.786147767536908,0
"8083",8082,34,17667,0,"dobra","0",0,5,"samozatrudnienie","tak",86100,0,"wyższe","średnie","M",0.934045315765046,0
"8084",8083,47,25030,3,"dobra","0",1,26,"stała","nie",61918,1,"średnie","średnie","M",0.266331922986519,0
"8085",8084,25,27292,0,"brak","0",3,9,"określona","tak",69333,0,"średnie","duże","S",0.721098449236382,0
"8086",8085,42,19887,0,"dobra","0",0,6,"stała","nie",0,0,"średnie","duże","M",0.43252691350469,0
"8087",8086,20,30897,0,"dobra","0",0,14,"stała","nie",63663,0,"średnie","średnie","M",0.30672446272062,0
"8088",8087,37,20854,1,"dobra","0",0,2,"stała","nie",0,1,"podstawowe","średnie","S",0.403122229713705,0
"8089",8088,44,22177,3,"brak","0",1,5,"stała","nie",423651,0,"średnie","średnie","M",0.0404349773744403,0
"8090",8089,34,24979,0,"dobra","0",2,6,"określona","nie",54158,0,"średnie","małe","S",0.160022342731692,0
"8091",8090,29,35013,1,"dobra","0",1,11,"stała","nie",0,1,"podstawowe","średnie","M",0.222243145003856,0
"8092",8091,48,15711,0,"dobra","0",2,11,"stała","nie",0,1,"średnie","małe","S",0.293660148526413,0
"8093",8092,38,17267,0,"brak","2",0,6,"stała","tak",52575,0,"średnie","duże","S",0.267090285465776,0
"8094",8093,35,15765,0,"dobra","0",1,8,"stała","tak",38499,1,"średnie","średnie","M",0.374933061245682,0
"8095",8094,40,18655,0,"dobra","0",1,0,"samozatrudnienie","nie",56420,0,"średnie","duże","D",0.806384582323994,0
"8096",8095,66,40000,1,"dobra","2",0,9,"określona","tak",72694,0,"średnie","małe","S",0.417630009116861,0
"8097",8096,51,29329,0,"brak","0",2,10,"określona","tak",98561,0,"średnie","średnie","M",0.293634480217728,0
"8098",8097,51,12512,2,"dobra","0",2,15,"brak","nie",116592,0,"średnie","małe","M",0.795623060522351,0
"8099",8098,44,16313,4,"dobra","0",2,9,"stała","tak",17667,0,"średnie","średnie","M",0.918995691230717,0
"8100",8099,41,26539,0,"dobra","0",2,13,"samozatrudnienie","nie",49443,0,"średnie","średnie","S",0.338960042256936,0
"8101",8100,18,13999,0,"dobra","1",4,8,"stała","nie",25352,0,"wyższe","małe","S",0.825153524124724,0
"8102",8101,33,15326,2,"dobra","0",2,20,"określona","nie",26051,1,"podstawowe","małe","M",0.965667736008753,0
"8103",8102,35,40000,0,"brak","0",1,10,"samozatrudnienie","nie",19177,0,"średnie","średnie","S",0.338234831596029,0
"8104",8103,21,16208,0,"dobra","0",0,10,"samozatrudnienie","tak",182014,0,"średnie","małe","D",0.104242416047184,0
"8105",8104,28,35501,0,"dobra","1",2,5,"stała","tak",43441,0,"średnie","średnie","M",0.422786946905176,0
"8106",8105,20,40000,3,"dobra","0",1,14,"stała","nie",108635,1,"wyższe","małe","M",0.143352110023485,0
"8107",8106,39,15264,1,"dobra","0",2,12,"stała","tak",140867,0,"średnie","duże","S",0.208181982074158,0
"8108",8107,48,14115,0,"brak","0",4,15,"stała","tak",0,0,"podstawowe","małe","M",0.647342512457722,0
"8109",8108,51,19185,0,"brak","1",2,7,"określona","nie",73036,1,"wyższe","małe","M",0.49814067610342,0
"8110",8109,44,12780,0,"dobra","0",1,10,"samozatrudnienie","tak",10000,1,"wyższe","średnie","D",0.714530662653641,0
"8111",8110,30,23400,0,"brak","0",1,17,"stała","nie",0,1,"podstawowe","średnie","D",0.415202977769506,0
"8112",8111,20,0,0,"brak","0",1,20,"stała","nie",67736,0,"podstawowe","średnie","D",0.99990993320055,0
"8113",8112,22,26378,2,"dobra","0",2,15,"samozatrudnienie","tak",99300,0,"średnie","średnie","S",0.588077348000305,0
"8114",8113,27,40000,0,"dobra","1",1,13,"samozatrudnienie","tak",0,1,"średnie","małe","M",0.321050601712247,0
"8115",8114,31,33148,0,"dobra","0",3,4,"stała","tak",47398,1,"podstawowe","małe","D",0.215339863056012,0
"8116",8115,38,28130,0,"brak","0",1,8,"określona","tak",35450,0,"średnie","średnie","S",0.301366626245746,0
"8117",8116,29,8241,0,"dobra","0",2,0,"brak","tak",95120,1,"średnie","duże","M",0.241258350754028,0
"8118",8117,43,27493,4,"dobra","0",3,12,"określona","tak",196313,1,"podstawowe","małe","M",0.495385361329243,0
"8119",8118,37,0,0,"brak","0",0,9,"stała","nie",69398,0,"podstawowe","małe","S",0.839058334965025,0
"8120",8119,40,4888,0,"dobra","0",3,13,"określona","nie",0,1,"podstawowe","małe","S",0.409311775393003,1
"8121",8120,51,31091,0,"dobra","0",3,8,"stała","nie",0,1,"wyższe","średnie","S",0.320433502669217,0
"8122",8121,28,20339,0,"dobra","1",4,6,"określona","tak",248424,0,"średnie","średnie","M",0.490852156655559,0
"8123",8122,44,14401,3,"dobra","0",1,7,"samozatrudnienie","tak",86961,0,"podstawowe","średnie","M",0.374192419835112,0
"8124",8123,39,32878,0,"brak","0",0,17,"stała","nie",12937,1,"podstawowe","średnie","M",0.0439686312132501,0
"8125",8124,36,40000,0,"dobra","1",2,16,"stała","nie",26250,0,"podstawowe","duże","S",0.340190182825773,0
"8126",8125,48,32455,0,"brak","0",1,9,"określona","nie",16837,1,"podstawowe","średnie","M",0.329183495186151,0
"8127",8126,48,18295,2,"brak","0",1,17,"stała","tak",0,0,"podstawowe","małe","S",0.706470016456186,0
"8128",8127,30,13742,1,"dobra","2",2,15,"samozatrudnienie","tak",14507,0,"średnie","średnie","S",0.174482309296322,0
"8129",8128,38,23678,1,"dobra","0",0,7,"stała","tak",0,0,"średnie","małe","M",0.0690948151297945,0
"8130",8129,42,34084,0,"dobra","1",1,6,"samozatrudnienie","tak",0,0,"średnie","duże","D",0.0480750746044439,0
"8131",8130,37,18150,3,"brak","0",4,5,"brak","nie",0,0,"średnie","małe","S",0.111707242873421,0
"8132",8131,45,19049,0,"brak","2",3,8,"stała","nie",19857,0,"podstawowe","małe","M",0.0225544918248477,0
"8133",8132,42,40000,1,"dobra","1",2,13,"stała","tak",0,0,"średnie","średnie","S",0.770827800822773,0
"8134",8133,58,37772,1,"dobra","0",0,7,"brak","tak",44652,0,"podstawowe","średnie","S",0.954467641653822,0
"8135",8134,24,39146,1,"brak","0",2,5,"stała","nie",18756,1,"średnie","średnie","S",0.144335718313057,0
"8136",8135,38,0,0,"dobra","0",2,17,"stała","nie",30038,1,"wyższe","duże","M",0.0982035644157277,0
"8137",8136,30,0,0,"dobra","2",2,12,"stała","tak",69178,1,"wyższe","duże","S",0.614974889020726,0
"8138",8137,46,22864,0,"dobra","1",0,9,"stała","tak",85328,1,"średnie","średnie","M",0.340100111167694,0
"8139",8138,23,13352,0,"brak","0",2,0,"stała","nie",56692,1,"podstawowe","duże","M",0.604823460299278,0
"8140",8139,43,0,1,"brak","0",1,14,"stała","tak",0,1,"podstawowe","duże","M",0.723208558195209,0
"8141",8140,33,0,0,"brak","3",0,3,"brak","nie",101079,0,"średnie","małe","M",0.949951734952627,1
"8142",8141,32,16868,1,"dobra","0",4,10,"samozatrudnienie","nie",61010,0,"średnie","małe","M",0.892104028011861,0
"8143",8142,25,40000,3,"brak","0",0,14,"stała","nie",40502,0,"średnie","średnie","S",0.107457241294717,0
"8144",8143,35,21979,0,"brak","0",3,15,"stała","tak",57802,1,"podstawowe","małe","M",0.0470868286069118,0
"8145",8144,50,40000,0,"dobra","0",2,5,"stała","nie",24048,1,"średnie","małe","M",0.0622225019077963,0
"8146",8145,39,0,3,"dobra","0",1,15,"stała","tak",92820,0,"średnie","duże","M",0.666885609059831,0
"8147",8146,46,29380,1,"dobra","0",3,10,"brak","nie",35106,0,"podstawowe","małe","D",0.447800717180763,0
"8148",8147,56,40000,0,"brak","0",0,12,"brak","tak",41301,1,"średnie","średnie","M",0.244428002228502,0
"8149",8148,42,40000,0,"dobra","1",3,4,"brak","nie",33380,0,"podstawowe","średnie","M",0.400198971461924,0
"8150",8149,34,28434,1,"dobra","0",2,2,"stała","tak",0,0,"średnie","średnie","D",0.794180648663993,0
"8151",8150,44,20525,1,"dobra","1",0,19,"stała","tak",18333,0,"podstawowe","duże","M",0.550303005122762,0
"8152",8151,34,28483,1,"brak","0",1,18,"stała","tak",0,0,"podstawowe","duże","D",0.755905208795653,0
"8153",8152,34,14645,1,"brak","0",2,0,"stała","nie",101779,0,"średnie","duże","M",0.896325460593471,0
"8154",8153,24,23767,2,"dobra","1",1,14,"stała","nie",189819,0,"średnie","średnie","M",0.65383015346297,0
"8155",8154,49,12649,0,"brak","0",1,7,"stała","tak",55176,0,"wyższe","średnie","M",0.182896010375434,0
"8156",8155,36,9041,2,"brak","1",0,15,"stała","nie",0,0,"średnie","średnie","M",0.196778920976176,0
"8157",8156,41,0,5,"brak","1",1,2,"stała","nie",43585,0,"średnie","średnie","S",0.260388473198392,0
"8158",8157,29,40000,0,"dobra","1",1,9,"stała","nie",0,0,"podstawowe","średnie","S",0.0844282114609539,0
"8159",8158,44,0,2,"dobra","0",3,12,"określona","nie",30599,1,"podstawowe","średnie","M",0.873547154006609,0
"8160",8159,32,21142,0,"dobra","0",2,1,"stała","nie",50893,0,"średnie","średnie","M",0.433485613225834,0
"8161",8160,38,40000,0,"brak","0",2,3,"stała","tak",60315,0,"średnie","średnie","M",0.271474849911534,0
"8162",8161,48,16571,3,"brak","0",1,8,"określona","nie",0,0,"średnie","duże","S",0.0016013238110733,0
"8163",8162,47,8442,0,"brak","1",2,3,"stała","tak",0,1,"podstawowe","średnie","M",0.996703755885624,0
"8164",8163,39,0,0,"dobra","0",1,9,"samozatrudnienie","nie",75417,1,"średnie","średnie","D",0.828448219292589,0
"8165",8164,22,0,0,"dobra","0",1,8,"samozatrudnienie","nie",0,0,"średnie","średnie","S",0.991170445503977,0
"8166",8165,69,0,0,"brak","2",0,12,"brak","nie",27305,0,"średnie","średnie","S",0.182894691331456,0
"8167",8166,57,16036,1,"brak","1",0,12,"stała","tak",43953,1,"średnie","duże","M",0.0217128021574316,0
"8168",8167,47,0,0,"dobra","1",2,7,"określona","nie",91154,0,"podstawowe","średnie","S",0.376566746553137,0
"8169",8168,32,40000,0,"brak","1",3,14,"stała","tak",69058,0,"podstawowe","duże","M",0.265367723165485,0
"8170",8169,38,0,0,"dobra","1",2,3,"stała","nie",20281,0,"podstawowe","duże","M",0.990223307101584,0
"8171",8170,34,27980,1,"brak","1",3,5,"stała","tak",77382,0,"średnie","średnie","S",0.0395442324041871,0
"8172",8171,52,28838,1,"dobra","0",0,0,"stała","tak",96986,0,"podstawowe","małe","S",0.106627699695366,0
"8173",8172,42,14323,1,"dobra","1",0,8,"samozatrudnienie","nie",36588,0,"podstawowe","duże","M",0.0708650213110153,0
"8174",8173,32,0,1,"brak","0",1,16,"brak","tak",108305,0,"średnie","małe","S",0.841145731933122,0
"8175",8174,35,0,0,"dobra","0",5,10,"stała","nie",88248,0,"wyższe","małe","S",0.423778444872099,1
"8176",8175,51,18180,2,"dobra","0",1,5,"stała","tak",10000,0,"średnie","średnie","M",0.498628205428489,0
"8177",8176,56,40000,0,"dobra","0",3,0,"stała","tak",173257,0,"podstawowe","małe","M",0.264419375214049,0
"8178",8177,55,28606,0,"dobra","1",1,0,"określona","tak",34289,0,"średnie","małe","D",0.138531336451381,0
"8179",8178,47,34983,2,"dobra","0",1,7,"stała","nie",133957,0,"średnie","duże","S",0.693716491409158,0
"8180",8179,37,40000,0,"brak","0",2,7,"stała","nie",0,0,"średnie","średnie","D",0.925200297434666,0
"8181",8180,18,15910,0,"brak","0",1,12,"stała","nie",96660,1,"podstawowe","średnie","S",0.829751487914705,0
"8182",8181,42,40000,0,"brak","2",2,16,"określona","tak",174943,0,"podstawowe","duże","S",0.737465596637512,0
"8183",8182,39,17137,1,"dobra","0",2,11,"stała","nie",15490,1,"średnie","małe","M",0.380351510288746,0
"8184",8183,41,16775,0,"dobra","0",6,7,"brak","nie",0,0,"wyższe","średnie","D",0.928477348055443,1
"8185",8184,40,19225,5,"brak","0",0,13,"stała","tak",11287,1,"średnie","duże","M",0.926270264138895,0
"8186",8185,26,16138,0,"dobra","0",0,12,"stała","tak",82112,1,"podstawowe","średnie","M",0.652409262948864,0
"8187",8186,45,33225,1,"dobra","0",2,15,"stała","nie",37827,1,"średnie","małe","S",0.400201789002128,0
"8188",8187,46,0,3,"brak","1",2,5,"samozatrudnienie","tak",0,0,"wyższe","duże","S",0.717320342663299,0
"8189",8188,46,0,1,"dobra","0",3,12,"samozatrudnienie","tak",25691,0,"średnie","duże","S",0.559455680240878,0
"8190",8189,49,30861,1,"brak","0",0,13,"stała","nie",47130,0,"średnie","małe","S",0.347055632723198,0
"8191",8190,46,19195,1,"dobra","1",0,8,"samozatrudnienie","nie",366566,0,"średnie","duże","S",0.551032996689914,0
"8192",8191,35,18694,0,"brak","1",1,3,"stała","tak",0,0,"średnie","duże","S",0.200217112355562,0
"8193",8192,39,22569,2,"dobra","0",3,10,"samozatrudnienie","tak",63586,0,"podstawowe","małe","S",0.668143043958633,0
"8194",8193,40,27770,0,"dobra","0",3,6,"określona","nie",27847,1,"podstawowe","małe","M",0.909128755650114,0
"8195",8194,41,26766,3,"brak","1",1,14,"stała","nie",18503,0,"wyższe","małe","M",0.530337086942571,0
"8196",8195,49,0,1,"brak","0",2,9,"samozatrudnienie","nie",39451,0,"podstawowe","duże","S",0.321812001630017,0
"8197",8196,46,33642,2,"brak","0",1,10,"określona","nie",200344,0,"wyższe","średnie","M",0.962917766090623,0
"8198",8197,60,19708,0,"dobra","0",0,8,"określona","tak",22590,0,"średnie","średnie","S",0.637306413624918,0
"8199",8198,62,15875,3,"dobra","1",1,8,"stała","nie",0,1,"średnie","małe","S",0.520520361893933,0
"8200",8199,40,10572,0,"dobra","0",2,18,"samozatrudnienie","nie",0,0,"średnie","małe","M",0.405688705247727,0
"8201",8200,18,0,2,"dobra","1",3,12,"stała","tak",221792,1,"średnie","małe","D",0.547790832625181,0
"8202",8201,52,22163,0,"dobra","2",2,3,"stała","tak",113902,0,"średnie","duże","D",0.495905223393786,0
"8203",8202,34,24475,1,"brak","1",0,9,"stała","nie",70092,1,"podstawowe","małe","M",0.815648307044154,0
"8204",8203,31,37156,1,"brak","0",1,2,"brak","tak",93453,1,"wyższe","małe","D",0.8968987139337,0
"8205",8204,36,17349,0,"dobra","0",2,18,"określona","nie",52603,0,"średnie","średnie","M",0.785507275172269,0
"8206",8205,35,11078,1,"dobra","0",3,16,"stała","nie",0,1,"podstawowe","małe","S",0.326936409423439,0
"8207",8206,46,22808,0,"brak","0",3,18,"brak","nie",46055,1,"podstawowe","małe","D",0.610062364456418,0
"8208",8207,24,25693,1,"dobra","0",2,1,"stała","tak",47886,0,"średnie","średnie","M",0.926467165284275,0
"8209",8208,29,19313,2,"dobra","1",1,4,"stała","tak",35066,1,"średnie","małe","S",0.935327621049548,0
"8210",8209,43,40000,0,"dobra","0",1,5,"stała","nie",87508,1,"wyższe","średnie","M",0.909146657873914,0
"8211",8210,46,6354,1,"dobra","0",0,4,"samozatrudnienie","tak",65932,0,"podstawowe","średnie","S",0.309797265918999,0
"8212",8211,46,38562,1,"dobra","0",1,5,"stała","tak",200365,0,"wyższe","duże","M",0.647839038755731,0
"8213",8212,32,0,0,"dobra","0",0,5,"stała","tak",0,0,"wyższe","małe","M",0.555141117338843,0
"8214",8213,30,27677,4,"dobra","0",3,8,"stała","tak",50689,1,"średnie","duże","M",0.469937110724047,0
"8215",8214,34,4154,1,"dobra","0",1,12,"stała","nie",52823,0,"średnie","średnie","M",0.991735675191652,1
"8216",8215,42,40000,0,"dobra","0",2,12,"stała","tak",71404,1,"średnie","duże","M",0.346858349660968,0
"8217",8216,54,13184,0,"dobra","2",1,15,"stała","tak",85657,0,"średnie","średnie","M",0.229992495651129,0
"8218",8217,19,0,1,"brak","0",1,11,"stała","tak",165089,0,"średnie","średnie","D",0.559224000203658,0
"8219",8218,37,20225,0,"brak","0",4,11,"samozatrudnienie","nie",0,0,"średnie","małe","S",0.0847927500816445,0
"8220",8219,26,27003,0,"dobra","0",2,16,"określona","tak",0,0,"podstawowe","małe","M",0.734412821495909,0
"8221",8220,23,30324,0,"brak","0",2,14,"stała","tak",73480,0,"średnie","małe","S",0.0022596561665433,0
"8222",8221,49,34420,1,"dobra","1",0,11,"stała","tak",70436,0,"podstawowe","duże","M",0.175954295497935,0
"8223",8222,45,33121,1,"dobra","1",0,0,"samozatrudnienie","nie",28467,1,"wyższe","małe","S",0.983673247028554,0
"8224",8223,44,24995,0,"brak","0",1,17,"stała","nie",128380,1,"podstawowe","małe","M",0.141040384032745,0
"8225",8224,49,0,1,"dobra","1",0,1,"określona","nie",58074,1,"średnie","małe","M",0.0361719827441234,0
"8226",8225,35,12767,4,"brak","0",1,6,"określona","nie",32113,0,"wyższe","duże","S",0.231114280782085,0
"8227",8226,35,15130,4,"brak","0",0,0,"samozatrudnienie","tak",0,0,"średnie","małe","M",0.256119956349538,0
"8228",8227,61,34466,3,"dobra","0",2,19,"stała","nie",21890,0,"średnie","średnie","M",0.0932905298561949,0
"8229",8228,37,0,2,"dobra","1",5,6,"stała","nie",0,0,"średnie","małe","S",0.277600518719809,1
"8230",8229,47,0,0,"dobra","1",1,10,"brak","tak",0,0,"średnie","małe","S",0.488475056920807,0
"8231",8230,40,17031,0,"dobra","0",2,1,"określona","tak",53460,1,"średnie","duże","D",0.422148188868707,0
"8232",8231,21,34726,0,"brak","0",0,11,"stała","nie",19686,1,"średnie","małe","M",0.0808145261964095,0
"8233",8232,19,12324,1,"dobra","1",1,15,"stała","tak",0,0,"średnie","małe","M",0.320611634138303,0
"8234",8233,34,37747,3,"dobra","0",2,5,"stała","nie",14522,0,"średnie","małe","D",0.684033883741907,0
"8235",8234,50,19332,0,"dobra","1",4,9,"stała","tak",39658,1,"podstawowe","średnie","M",0.42697539552298,0
"8236",8235,47,40000,0,"brak","1",3,11,"samozatrudnienie","nie",57091,0,"wyższe","małe","M",0.292346302017846,0
"8237",8236,49,0,1,"dobra","1",0,4,"stała","nie",0,0,"średnie","małe","M",0.134353748797783,0
"8238",8237,30,40000,0,"dobra","0",2,13,"stała","tak",0,0,"wyższe","małe","S",0.370181406177995,0
"8239",8238,56,18384,0,"brak","0",2,5,"stała","nie",85077,0,"średnie","średnie","S",0.777322359100085,0
"8240",8239,30,18219,0,"dobra","0",1,10,"samozatrudnienie","nie",20590,1,"średnie","średnie","M",0.411332198842412,0
"8241",8240,42,24280,4,"dobra","0",0,9,"stała","nie",69275,0,"wyższe","średnie","M",0.489747965576768,0
"8242",8241,39,15544,0,"dobra","0",2,15,"stała","nie",20730,0,"podstawowe","małe","M",0.746003570091823,0
"8243",8242,38,21244,1,"dobra","3",0,11,"określona","nie",157037,0,"średnie","średnie","D",0.142353724692779,1
"8244",8243,53,15232,0,"dobra","0",3,0,"stała","nie",10000,1,"średnie","średnie","M",0.884987541915216,0
"8245",8244,32,15513,1,"brak","1",5,10,"stała","tak",38966,1,"średnie","małe","D",0.877057414559864,1
"8246",8245,26,28097,0,"dobra","0",0,10,"samozatrudnienie","tak",64156,0,"średnie","średnie","S",0.41056044071756,0
"8247",8246,40,14033,0,"brak","1",0,12,"stała","tak",19508,0,"podstawowe","małe","S",0.715039091423354,0
"8248",8247,36,0,0,"brak","0",1,7,"stała","tak",129079,0,"średnie","duże","S",0.492946079957441,0
"8249",8248,70,0,0,"brak","0",2,2,"brak","tak",151875,0,"średnie","średnie","S",0.0855777115010221,0
"8250",8249,46,17120,1,"dobra","0",1,2,"samozatrudnienie","tak",0,1,"wyższe","duże","M",0.124548460643988,0
"8251",8250,35,40000,0,"brak","0",0,8,"stała","nie",39347,1,"średnie","małe","M",0.0470806203977114,0
"8252",8251,29,14429,3,"brak","1",2,17,"stała","tak",26186,1,"podstawowe","małe","S",0.0391810419809042,0
"8253",8252,21,15278,0,"brak","0",0,9,"brak","tak",84830,1,"średnie","małe","M",0.968016694266194,0
"8254",8253,29,24269,0,"dobra","0",0,9,"stała","nie",46508,1,"średnie","średnie","M",0.15041206058349,0
"8255",8254,41,18299,3,"dobra","0",2,11,"stała","nie",20600,1,"wyższe","małe","S",0.147105592747702,0
"8256",8255,54,40000,0,"brak","1",2,14,"stała","nie",284084,1,"podstawowe","małe","M",0.745301389386244,0
"8257",8256,51,0,0,"brak","1",2,7,"stała","nie",214655,1,"podstawowe","średnie","M",0.604598864405022,0
"8258",8257,42,26045,0,"brak","0",3,13,"stała","tak",0,0,"wyższe","duże","S",0.860611080265645,0
"8259",8258,36,35308,2,"dobra","2",2,15,"stała","nie",0,1,"średnie","duże","M",0.734196073440937,0
"8260",8259,42,34971,2,"dobra","0",1,13,"stała","nie",135272,0,"średnie","średnie","S",0.696274432410851,0
"8261",8260,34,24751,0,"dobra","0",3,15,"brak","nie",73696,1,"średnie","małe","D",0.628686454432684,0
"8262",8261,57,20321,1,"brak","0",3,19,"określona","tak",79669,0,"podstawowe","małe","M",0.152553448549662,0
"8263",8262,38,40000,1,"brak","0",4,9,"brak","nie",19301,1,"podstawowe","duże","S",0.721339638887466,0
"8264",8263,39,20954,3,"dobra","2",2,7,"stała","tak",0,0,"podstawowe","średnie","M",0.62717858987041,0
"8265",8264,18,17661,0,"dobra","2",0,2,"stała","tak",34103,1,"średnie","średnie","D",0.56254212804089,0
"8266",8265,38,15947,2,"brak","0",2,11,"stała","nie",0,0,"podstawowe","małe","M",0.747397339611757,0
"8267",8266,48,9289,0,"dobra","0",1,9,"stała","nie",43390,1,"średnie","małe","S",0.125178058331808,0
"8268",8267,29,33216,0,"dobra","2",1,13,"brak","tak",55629,0,"średnie","duże","M",0.742208949338809,0
"8269",8268,32,6808,0,"dobra","0",0,8,"stała","nie",39360,0,"wyższe","duże","M",0.874374583096334,0
"8270",8269,47,0,2,"dobra","0",2,4,"określona","nie",28592,0,"średnie","duże","S",0.181129985136845,0
"8271",8270,25,19881,1,"dobra","0",0,9,"brak","nie",69447,0,"podstawowe","średnie","M",0.699547523069382,0
"8272",8271,50,40000,1,"dobra","0",3,0,"określona","nie",62623,1,"podstawowe","małe","M",0.891700915256291,0
"8273",8272,34,8814,1,"dobra","1",3,9,"określona","nie",0,1,"średnie","małe","S",0.124882928859151,0
"8274",8273,36,14036,1,"brak","1",3,6,"określona","tak",114165,1,"średnie","małe","S",0.716242646507564,0
"8275",8274,28,20577,2,"dobra","0",1,16,"stała","nie",0,1,"wyższe","małe","M",0.650568422522922,0
"8276",8275,43,19955,0,"dobra","0",1,16,"stała","nie",62652,1,"wyższe","średnie","M",0.220363951064975,0
"8277",8276,64,16734,0,"dobra","1",0,9,"samozatrudnienie","nie",62758,1,"podstawowe","średnie","D",0.294081499353559,0
"8278",8277,47,21152,0,"brak","1",1,0,"stała","tak",11555,1,"podstawowe","średnie","M",0.971912502910784,0
"8279",8278,31,11733,0,"dobra","0",0,4,"stała","nie",0,1,"wyższe","małe","M",0.380457447587,0
"8280",8279,51,26333,2,"brak","0",0,9,"stała","tak",36451,1,"średnie","małe","S",0.963430252988789,0
"8281",8280,36,6899,1,"dobra","0",2,5,"stała","tak",89556,1,"średnie","duże","D",0.313358541635696,0
"8282",8281,53,0,2,"dobra","0",2,8,"stała","tak",65801,0,"podstawowe","małe","M",0.0887057421170448,0
"8283",8282,48,16314,0,"dobra","0",2,18,"stała","nie",30891,0,"średnie","małe","M",0.809551792112593,0
"8284",8283,18,36612,1,"dobra","0",1,7,"brak","tak",87298,1,"podstawowe","małe","M",0.875980269447062,0
"8285",8284,29,40000,0,"dobra","1",0,10,"brak","nie",22767,0,"wyższe","duże","M",0.21410354235506,0
"8286",8285,49,18666,3,"dobra","0",1,11,"określona","nie",63769,1,"średnie","małe","M",0.42796472757822,0
"8287",8286,41,40000,0,"dobra","3",0,5,"samozatrudnienie","nie",43324,0,"średnie","średnie","S",0.333181228474432,1
"8288",8287,29,18806,1,"brak","0",0,6,"stała","nie",119296,0,"średnie","średnie","M",0.905315653190318,0
"8289",8288,33,13587,2,"dobra","0",0,8,"stała","nie",138827,0,"podstawowe","małe","M",0.288423813376602,0
"8290",8289,20,40000,3,"brak","0",0,10,"określona","nie",51953,0,"wyższe","średnie","S",0.689644912628447,0
"8291",8290,39,28577,0,"dobra","1",1,14,"samozatrudnienie","nie",47514,0,"podstawowe","małe","D",0.657212118130378,0
"8292",8291,62,22075,0,"dobra","0",3,4,"samozatrudnienie","nie",15430,0,"podstawowe","średnie","M",0.317659888426711,0
"8293",8292,48,31057,0,"dobra","0",2,10,"określona","tak",37864,1,"wyższe","duże","M",0.385398856950565,0
"8294",8293,61,25263,0,"dobra","1",2,0,"brak","nie",46085,0,"średnie","małe","M",0.354292338414176,0
"8295",8294,48,21277,1,"brak","0",1,9,"stała","tak",35918,1,"podstawowe","małe","S",0.340483826774223,0
"8296",8295,50,11347,3,"dobra","0",0,11,"samozatrudnienie","tak",85353,1,"podstawowe","duże","M",0.363280452515432,0
"8297",8296,59,19239,0,"dobra","0",2,10,"stała","tak",54556,0,"średnie","średnie","M",0.297603542788506,0
"8298",8297,43,30080,1,"brak","1",1,19,"brak","nie",0,0,"wyższe","małe","S",0.710439005297425,0
"8299",8298,38,20715,3,"dobra","0",5,6,"stała","tak",17755,1,"średnie","duże","M",0.465982888834425,1
"8300",8299,50,34584,0,"brak","1",2,8,"stała","tak",68032,0,"wyższe","średnie","M",0.115069236479471,0
"8301",8300,54,26684,0,"dobra","0",0,8,"stała","nie",41279,0,"średnie","duże","M",0.868782833270235,0
"8302",8301,35,14199,3,"brak","0",4,12,"stała","nie",0,1,"wyższe","małe","M",0.507865045115027,0
"8303",8302,32,11389,3,"brak","0",2,18,"stała","nie",91353,1,"wyższe","średnie","S",0.22756688187018,0
"8304",8303,41,20361,1,"brak","0",2,15,"stała","nie",58801,0,"wyższe","średnie","S",0.941805908544418,0
"8305",8304,48,16947,0,"dobra","0",1,7,"samozatrudnienie","tak",85372,1,"średnie","małe","M",0.0970721579077046,0
"8306",8305,47,0,0,"dobra","0",2,2,"samozatrudnienie","tak",10000,0,"podstawowe","małe","S",0.258830861002386,0
"8307",8306,25,15381,1,"dobra","0",3,14,"stała","tak",127422,0,"średnie","małe","S",0.343134131339623,0
"8308",8307,59,16192,0,"brak","0",2,11,"stała","tak",118845,1,"średnie","średnie","S",0.425587674615596,0
"8309",8308,33,37292,0,"dobra","1",2,13,"stała","tak",0,1,"wyższe","duże","M",0.724013322193081,0
"8310",8309,37,23720,2,"brak","0",1,3,"samozatrudnienie","nie",19684,0,"wyższe","średnie","D",0.923356385365956,0
"8311",8310,30,15500,2,"brak","1",0,6,"samozatrudnienie","tak",29220,0,"wyższe","małe","M",0.423644537793494,0
"8312",8311,66,0,2,"brak","0",1,5,"stała","nie",0,0,"podstawowe","średnie","M",0.250104998603861,0
